"인증업체코드","인증분야","인증분야명","업체명","X좌표","Y좌표","주소","전화"
"1594","1","위생등급제","빈센트후이","127.0591918945","37.5410950164","서울특별시 성동구 뚝섬로17가길 55 1층 (성수동2가)","02-0469-0020"
"1595","2","채식메뉴음식점","원조멸치국수","127.0421948837146","37.602406018718106","서울특별시 성북구 화랑로 88-1 (하월곡동)","02-6085-6035"
"1596","2","채식메뉴음식점","큰손.김밥.보리밥","127.08377114554466","37.53947635854405","서울특별시 광진구 자양로22길 8 (구의동)","02-456-2259"
"1597","7","안심식육판매소","한우마루축산","127.08906287547697","37.54021130589859","서울특별시 광진구 자양로26길 98","02-862-6557"
"1598","1","위생등급제","서래 판","127.05111151749223","37.59213119488363","서울특별시 동대문구 회기로13길 16 1층 (회기동)","02-1688-3450"
"1599","4","저염실천음식점","코리아 푸드스토리","127.0509215239","37.59247005","서울특별시 동대문구 회기로13길 21 (회기동(과학원길 19))","02-967-3954"
"1600","1","위생등급제","애슐리 성신여대","127.0170886046","37.5925735004","서울특별시 성북구 동소문로 106 (동선동1가유타쇼핑몰 7층)","02-925-8892"
"1601","1","위생등급제","놀부보쌈 부대찌개","127.0530556501","37.5937160826","서울특별시 동대문구 경희대로6길 3-10 1층 (회기동)","02-960-7000"
"1602","4","저염실천음식점","오장면옥","127.0100712356","37.6473976113","서울특별시 강북구 4.19로 38 (수유동)","02-997-7370"
"1603","1","위생등급제","오장면옥","127.01007123564405","37.647397611256764","서울특별시 강북구 4.19로 38 (수유동)","02-997-7370"
"1604","1","위생등급제","남한강물고기","127.10832878183795","37.604944280454696","서울특별시 중랑구 양원역로8길 26 (망우동)","02-434-6644"
"1605","4","저염실천음식점","초우마을","127.0559466569","37.5894620654","서울특별시 동대문구 회기로28길 8 2층 (휘경동)","02-957-2266"
"1606","1","위생등급제","장수촌","127.0981068661","37.6065713977","서울특별시 중랑구 봉화산로54길 29 1층 (신내동)","02-433-2033"
"1607","1","위생등급제","그램그램 신내점","127.09786600047017","37.605980548587134","서울특별시 중랑구 봉화산로56길 64 (신내동)","02-439-3663"
"1608","4","저염실천음식점","박가뼈다귀감자탕","127.0656390739","37.5640922839","서울특별시 동대문구 천호대로83길 46 1층 (장안동)","02-2242-2533"
"1609","1","위생등급제","한방삼계탕","127.0666636017","37.5655765514","서울특별시 동대문구 천호대로83길 84 (장안동(안골공원1길 18))","02-0249-1287"
"1610","1","위생등급제","장한평점 새마을식당","127.0662670142","37.5625386155","서울특별시 동대문구 천호대로85길 10 1층 103호 (장안동 성동빌딩)","02-3394-7549"
"1611","1","위생등급제","큰대문집","127.03614467404485","37.59629570456052","서울특별시 성북구 종암로14길 6-21 (종암동)","02-913-0901"
"1612","6","먹을만큼적당히","중앙식당","127.07467695631706","37.59237812360079","서울특별시 중랑구 망우로30길 22 (상봉동)","02-439-6666"
"1613","6","먹을만큼적당히","중앙식당","127.07467695631706","37.59237812360079","서울특별시 중랑구 망우로30길 22 (상봉동)","02-0439-6666"
"1614","6","먹을만큼적당히","춘천골","127.09864038046461","37.59893055729157","서울특별시 중랑구 용마산로115길 30 (망우동)","02-438-3249"
"1615","1","위생등급제","해인참치","127.08773611459466","37.59370981441873","서울특별시 중랑구 봉우재로33길 28 (상봉동)","02-491-1237"
"1616","1","위생등급제","반월","127.0377565984284","37.59521761417591","서울특별시 성북구 월곡로 29 (종암동)","02-941-0308"
"1617","2","채식메뉴음식점","정원쌈밥","127.00388684249022","37.60803207123497","서울특별시 성북구 정릉로 169 (정릉동)","02-3292-0105"
"1618","1","위생등급제","유천냉면 상봉점","127.09455702925312","37.59718237320404","서울특별시 중랑구 망우로60길 31 (망우동)","02-437-3150"
"1619","4","저염실천음식점","수유손칼국수","127.0283631385","37.6439672892","서울특별시 강북구 도봉로101길  45",""
"1620","1","위생등급제","오마니오리구이","127.03069018898638","37.61572259059162","서울특별시 강북구 도봉로10길 67 (미아동(도봉로10길67)(지상2층))","02-989-5292"
"1621","1","위생등급제","찜마을","127.07991484211823","37.594403726584595","서울특별시 중랑구 동일로 717 (상봉동)","02-492-5410"
"1622","6","먹을만큼적당히","통영굴밥","127.07977869733098","37.59839701147736","서울특별시 중랑구 동일로 761 (중화동)","02-434-3260"
"1623","6","먹을만큼적당히","한촌설렁탕중화점","127.0794454855331","37.60025327709641","서울특별시 중랑구 동일로 781 1층 (중화동)","02-493-8782"
"1624","1","위생등급제","흥부골숯불돼지왕갈비","127.0881527909","37.5821768013","서울특별시 중랑구 면목로 341 (면목동1층)","02-491-4488"
"1625","6","먹을만큼적당히","숯불집","127.08601022958305","37.57775630510765","서울특별시 중랑구 면목로 280 (면목동)","02-496-8097"
"1626","6","먹을만큼적당히","유정설렁탕","127.08493369933741","37.57482705142318","서울특별시 중랑구 면목로 243-2 (면목동)","02-432-6303"
"1627","1","위생등급제","청해수산","127.086048926","37.5956391781","서울특별시 중랑구 면목로 490 (상봉동)","02-2207-3004"
"1628","1","위생등급제","농부보쌈","127.0949329881","37.5864963092","서울특별시 중랑구 용마산로 389 (면목동)","02-496-8860"
"1629","6","먹을만큼적당히","천수만바지락칼국수","127.10117412188501","37.60688595637039","서울특별시 중랑구 용마산로 628 (신내동)","02-439-9885"
"1630","1","위생등급제","신선한우촌","127.10117053925063","37.61427406798411","서울특별시 중랑구 용마산로 707 (신내동)","02-492-3335"
"1631","1","위생등급제","운악산직영생소금구이","127.08334905874618","37.587189811528255","서울특별시 중랑구 겸재로 140 (면목5동)","02-437-7432"
"1632","1","위생등급제","아웃백 스테이크하우스 상봉점","127.0852029707","37.5965479909","서울특별시 중랑구 망우로 293 (상봉동삼성디지털프라자 2층)","02-434-8491"
"1633","1","위생등급제","신미옥속초황태냉면","127.07244043875997","37.59329852898596","서울특별시 중랑구 망우로 177 (중화동)","02-432-9282"
"1634","1","위생등급제","추오정남원추어탕","127.1014786592","37.6043052607","서울특별시 중랑구 용마산로125길 108-7 (신내동)","02-433-0203"
"1635","1","위생등급제","이천농장","127.0374357811813","37.57866107309525","서울특별시 동대문구 약령중앙로2길 10 2층 (제기동)","02-969-6787"
"1636","1","위생등급제","청담명품순대","127.07962623295798","37.591340549880435","서울특별시 중랑구 봉우재로 59 1층 (면목동)","02-491-9998"
"1637","1","위생등급제","소양강","0","0","서울특별시 중랑구 봉우재로 179-1 (상봉동)","02-439-8714"
"1638","1","위생등급제","일품신토오리","127.09828129739914","37.60831196402045","서울특별시 중랑구 봉화산로 231 ","02-2209-5700"
"1639","6","먹을만큼적당히","홍삼웰빙오리","127.08660805764091","37.53872468010523","서울특별시 광진구 아차산로55길 30 (구의동)","02-457-5211"
"1640","1","위생등급제","남원율천추어탕","127.10243710219104","37.54672729919196","서울특별시 광진구 아차산로73길 48 (광장동(지하1층))","02-549-3066"
"1641","8","안심참기름","삼양기름집","127.06038772408573","37.60955917906529","서울특별시 성북구 돌곶이로18길 27 (석관동)","02-963-9643"
"1642","1","위생등급제","쏠래비어","127.02497731825708","37.575662253555265","서울특별시 동대문구 왕산로2길 9 2층 (신설동)","02-912-2030"
"1643","1","위생등급제","춘향골남원추어탕","127.0779176016","37.6162883021","서울특별시 중랑구 중랑역로 269 (묵동)","02-973-9526"
"1644","1","위생등급제","광장동 가온","127.11098564668957","37.5515957759006","서울특별시 광진구 아차산로78길 75 (광장동 현대골든텔 106호)","02-3436-7100"
"1645","7","안심식육판매소","한우판매장","127.03204397220683","37.560891426243415","서울특별시 성동구 무학봉16길 9-3","02-596-0837"
"1646","1","위생등급제","조영환의대양한방숯불갈비","127.0377691689","37.5752768323","서울특별시 동대문구 고산자로 399 (용두동동양프라자 204호~208호)","02-964-9595"
"1647","1","위생등급제","지어미","127.06276044865818","37.602850973475135","서울특별시 동대문구 신이문로 6-1 (이문동(지상1층))",""
"1648","1","위생등급제","백세인생고기집","127.0442430378","37.5806264887","서울특별시 동대문구 왕산로37길 16 1층 (청량리동)",""
"1649","1","위생등급제","세렌체","127.0244611284","37.5757236293","서울특별시 동대문구 왕산로 6 (신설동지하1층)","02-924-9000"
"1650","1","위생등급제","수라간","127.0491629919","37.5837419796","서울특별시 동대문구 제기로38길 55-9 (청량리동)","02-2248-8073"
"1651","1","위생등급제","최고집메밀촌","127.0797189637","37.5976005759","서울특별시 중랑구 동일로123길 5 (중화동)","02-439-1465"
"1652","1","위생등급제","프리가(FRIGGA)청량리점","127.04832769431054","37.58060686723219","서울특별시 동대문구 왕산로 214 6층 (전농동 롯데백화점 내)","02-759-1649"
"1653","1","위생등급제","안흥식당","127.07157514622628","37.574158358690056","서울특별시 동대문구 장한로 153 2층 (장안동)",""
"1654","6","먹을만큼적당히","본도시락(시립대점)","127.05374082532937","37.582867822709275","서울특별시 동대문구 전농로 209 1층 (전농동)",""
"1655","1","위생등급제","장안식당","127.0574292781","37.568014093","서울특별시 동대문구 전농로 36 (답십리동(부품상가길 42))","02-2249-7297"
"1656","1","위생등급제","등촌샤브샤브칼국수 전농점","127.05739862396679","37.57526892008231","서울특별시 동대문구 전농로 115 (답십리동)",""
"1657","1","위생등급제","남도매운탕","127.0440642361","37.5845909266","서울특별시 동대문구 홍릉로 48-1 (청량리동)",""
"1658","1","위생등급제","송림골","127.04344821383604","37.5843857285393","서울특별시 동대문구 홍릉로 47 (청량리동(홍릉길 47))","02-967-1118"
"1659","4","저염실천음식점","최가네양평해장국","127.0319081484","37.6351259214","서울특별시 강북구 덕릉로 162 (번동)","02-901-7622"
"1660","1","위생등급제","육달포","127.02501076245295","37.63500144718926","서울특별시 강북구 덕릉로 101 (번동)","02-991-1250"
"1661","4","저염실천음식점","대가원","127.0247682848","37.6417408656","서울특별시 강북구 한천로 1064 (수유동)",""
"1662","9","트랜스지방 안심제과점","파리바게뜨4.19탑점","127.01477164037177","37.64837017852103","서울특별시 강북구 한천로 1184 (수유동(4.19길 152))","02-998-7322"
"1663","1","위생등급제","(주)토다이 미아점","127.0305175657","37.6145945978","서울특별시 강북구 도봉로 62 (미아동 롯데백화점 9층)",""
"1664","9","트랜스지방 안심제과점","파리바게뜨 미아신일점","127.02558799617897","37.62674468698636","서울특별시 강북구 도봉로 203 (미아동(도봉로 201-1))","02-987-8810"
"1665","7","안심식육판매소","롯데백화점 미아점","127.03051756573627","37.614594597788844","서울특별시 강북구 도봉로 62","02-426-9122"
"1666","1","위생등급제","골드아구해물찜탕","127.08882055963927","37.58392062342394","서울특별시 중랑구 면목로56길 8 (면목동)","02-493-4321"
"1667","9","트랜스지방 안심제과점","삼양시장 파리바게뜨","127.01820609808688","37.62476028180997","서울특별시 강북구 삼양로 239 1층 (미아동)","02-982-7303"
"1668","7","안심식육판매소","롯데쇼핑(주)롯데마트 삼양점","127.01774863433691","37.62552078450765","서울특별시 강북구 삼양로 247","02-3281-3651"
"1669","9","트랜스지방 안심제과점","파리바게뜨(수유벽산점)","127.0171179169239","37.641425077160086","서울특별시 강북구 삼양로 424 (수유동)","02-997-7322"
"1670","1","위생등급제","향촌숯불구이전문점","127.0373317037","37.6241359018","서울특별시 강북구 오현로 131 (번동(지상1층))","02-989-3392"
"1671","1","위생등급제","화평동왕냉면황제갈비","127.09669671293105","37.60555624532484","서울특별시 중랑구 신내로14길 22 삼영빌딩 1층","02-435-4018"
"1672","1","위생등급제","박가네 낙지한마리","127.0841961088884","37.61948069435548","서울특별시 중랑구 신내로25가길 2 108호 (묵동)","02-3296-3366"
"1673","1","위생등급제","화로구이조선","127.0327226914","37.6014323514","서울특별시 성북구 종암로 129 (종암동)","02-953-8805"
"1674","7","안심식육판매소","(주)이마트에브리데이 번동점","127.04020204354019","37.628138944020165","서울특별시 강북구 오현로32길 18","02-993-6170"
"1675","1","위생등급제","사조미가","126.9660937988812","37.56425342512914","서울특별시 서대문구 충정로2가 157 사조빌딩2층 사조미가","02-362-1500"
"1676","1","위생등급제","창원","127.04667096055524","37.683143329973454","서울특별시 도봉구 도봉로180길 6 지상1층 (도봉동 태봉운동시설2동)","02-3492-7892"
"1677","9","트랜스지방 안심제과점","뚜레쥬르중계브라운","127.06428262742676","37.639877132889374","서울특별시 노원구 동일로203가길 29 (중계동브라운스톤 185186호)","02-949-8887"
"1678","1","위생등급제","명문식당","127.0588365484","37.6532037197","서울특별시 노원구 동일로217가길 27 (상계동)","02-0936-2651"
"1679","1","위생등급제","황금성","127.0129818706","37.6517869172","서울특별시 도봉구 삼양로 544 2층 (쌍문동)","02-996-3030"
"1680","5","건강음식점","태림산채정식(캠페인 참여)","127.03424882586131","37.64998069390242","서울특별시 도봉구 노해로 60길 32","02-998-5468"
"1681","1","위생등급제","이종구낙지세상","127.0253459963","37.6613353194","서울특별시 도봉구 방학로 241 (방학동)","02-3492-0525"
"1682","1","위생등급제","해마루","127.03324800695461","37.662165863550534","서울특별시 도봉구 방학로 171 지하1층 (방학동)","02-955-9770"
"1683","1","위생등급제","대중수라간","127.0349444807","37.6642556493","서울특별시 도봉구 도당로 67-1 지상1층 (방학동)","02-6401-1738"
"1684","7","안심식육판매소","롯데쇼핑(주)VIC도봉점","127.04556410112337","37.66766493996051","서울특별시 도봉구 마들로 645 (방학동)","02-3399-8093"
"1685","1","위생등급제","미소야아현점","0","0","서울특별시 마포구 마포대로 195 4-101호 (아현동 마포래미안푸르지오아파트상가)",""
"1686","1","위생등급제","능이네능이버섯백숙","126.9560601735","37.5501260834","서울특별시 마포구 마포대로 180-13 (공덕동 1층)","02-711-8163"
"1687","1","위생등급제","지호한방삼계탕","126.95214263996685","37.54619620637208","서울특별시 마포구 마포대로  127 풍림VIP텔 1층 102호","02-715-3700"
"1688","1","위생등급제","동원참치","126.9508850152","37.5451180951","서울특별시 마포구 마포대로 109 (공덕동지2층롯데캐슬B204호)","02-701-7233"
"1689","1","위생등급제","씨제이푸드빌(주)빕스마포역점","126.9448330432","37.5393778576","서울특별시 마포구 마포대로 25 (마포동 대농빌딩 2층)","02-702-3997"
"1690","1","위생등급제","하나유키","126.9448330432","37.5393778576","서울특별시 마포구 마포대로 25 (마포동)","02-716-0111"
"1691","2","채식메뉴음식점","씨제이푸드빌(주)빕스마포역점","126.94483304054351","37.539381461623094","서울특별시 마포구 마포대로 25 (마포동 대농빌딩 2층)","02-702-3997"
"1692","1","위생등급제","대박짬뽕마을","127.07231899607605","37.63627574916896","서울특별시 노원구 공릉로58가길 17 1층 (하계동)","02-975-9200"
"1693","1","위생등급제","콩사랑두부","127.0424563705","37.6878191947","서울특별시 도봉구 도봉산4길 10 (도봉동)","02-955-6016"
"1694","1","위생등급제","바다회수산","127.0451162774327","37.65436302247974","서울특별시 도봉구 노해로63가길 37 1층 (창동)","02-903-5888"
"1695","1","위생등급제","착한전복","127.04670109702431","37.65163783422219","서울특별시 도봉구 노해로65길 7 (지하1층~지상3층)","02-903-4455"
"1696","1","위생등급제","바다식당","127.0385301501","37.637246666","서울특별시 도봉구 덕릉로54길 23 (창동)","02-999-1906"
"1697","1","위생등급제","하심정","0","0","서울특별시 마포구 망원로10길 21 12층 (망원동)","02-337-1631"
"1698","6","먹을만큼적당히","갈빗대","126.89344510806998","37.577645845112826","서울특별시 마포구 월드컵북로44길 79 (상암동 1층)","02-306-2324"
"1699","4","저염실천음식점","산도토리임자탕","127.0401311911","37.6396319403","서울특별시 도봉구 덕릉로60길 13 (창동)","02-903-9928"
"1700","4","저염실천음식점","참이맛감자탕","126.9440232703","37.5872852533","서울특별시 서대문구 통일로37길 22","02-395-8007"
"1701","9","트랜스지방 안심제과점","파리바게트(홍제역점)","126.94470673623858","37.58781535908156","서울특별시 서대문구 통일로37길 5 (홍제동지상1층)","02-3217-8200"
"1702","4","저염실천음식점","부일관","127.0716211873","37.6552544943","서울특별시 노원구 노원로26길 119 (상계동)","02-952-6634"
"1703","5","건강음식점","그 고기집","127.0130227612","37.6523347102","서울특별시 도봉구 삼양로146길 6 (쌍문동)","02-992-8479"
"1704","1","위생등급제","그 고기집","127.0130227612","37.6523347102","서울특별시 도봉구 삼양로146길 6 (쌍문동)","02-992-8479"
"1705","6","먹을만큼적당히","그 고기집","127.01302276124148","37.652334710240304","서울특별시 도봉구 삼양로146길 6 (쌍문동)","02-992-8479"
"1706","1","위생등급제","마시조와","127.0563148346","37.6752970016","서울특별시 노원구 동일로242길 16-3 (상계동)","02-931-6300"
"1707","4","저염실천음식점","녹원","126.934145277","37.5724822342","서울특별시 서대문구 연희로25길 22 (연희동지상1층)","02-336-9483"
"1708","4","저염실천음식점","통큰낙지","127.0583933243","37.6544761272","서울특별시 노원구 노해로75길 14-18 (상계동)","02-931-7766"
"1709","1","위생등급제","한신포차 노원역점","127.06494475829333","37.656011579922634","서울특별시 노원구 노해로83길  10-11 2층","02-951-7755"
"1710","1","위생등급제","씨제이푸드빌(주)씨푸드오션 녹번점","126.92753299684794","37.60200929367715","서울특별시 은평구 서오릉로 4 지상123층 (녹번동)","02-352-2008"
"1711","9","트랜스지방 안심제과점","파리바게뜨구산역점","126.91758895776381","37.61133702091506","서울특별시 은평구 서오릉로 140 1층 (대조동)","02-355-1193"
"1712","10","안심마트","홈플러스익스프레스 역촌점","126.92060027875966","37.60833698970138","서울특별시 은평구 서오릉로 95 1층 (역촌동)","02-3459-0865"
"1713","1","위생등급제","대가 감자탕","126.91364651724044","37.59266207984269","서울특별시 은평구 가좌로 269 (신사동 외 1필지(지상1층))","02-305-8572"
"1714","9","트랜스지방 안심제과점","파리바게뜨 수색역점","126.89872692495663","37.579625472778154","서울특별시 은평구 수색로 217 103104 지상1층","02-732-3886"
"1715","1","위생등급제","일품(一品)간장게장","126.9241252318","37.6078383585","서울특별시 은평구 진흥로 125 (대조동 12층)","02-388-2299"
"1716","9","트랜스지방 안심제과점","파리바게뜨 구산연서점","126.91111758708439","37.60927446554126","서울특별시 은평구 갈현로 128 1층 (구산동)","02-353-8918"
"1717","4","저염실천음식점","아미산","0","0","서울특별시 서대문구 연희로32길 151 (연희동)","02-322-5617"
"1718","1","위생등급제","대원칼국수","127.0692098641","37.6603807181","서울특별시 노원구 상계로27길 48 (상계동)","02-978-2242"
"1719","4","저염실천음식점","능원식당","126.9193817253","37.6250729174","서울특별시 은평구 통일로89길 6-10 1층 (갈현동)","02-352-5202"
"1720","1","위생등급제","맛있는 순두부","126.93865318933211","37.558284965949284","서울특별시 서대문구 명물길 36 (창천동)","02-363-9901"
"1721","1","위생등급제","명가 쌈밥","126.93031526148975","37.61065326230232","서울특별시 은평구 불광로 40-2 (불광동 지상1층)","02-388-3977"
"1722","11","안심떡집","종로떡집","126.9275983857158","37.60932176682524","서울특별시 은평구 불광로 8 (대조동(1층))","02-307-1406"
"1723","9","트랜스지방 안심제과점","엔젤스베이커리","126.9146734180861","37.60563348878949","서울특별시 은평구 역말로 40 1층 (역촌동)","02-387-3680"
"1724","1","위생등급제","한마음","126.9152038786","37.6052338317","서울특별시 은평구 연서로 69","02-389-5282"
"1725","1","위생등급제","건강한 밥집","126.92889196321712","37.60196687273749","서울특별시 은평구 은평로 193-1 1층 (녹번동)",""
"1726","9","트랜스지방 안심제과점","파리바게뜨","126.91448622838872","37.59899485740055","서울특별시 은평구 은평로 59 지층 (신사동)","02-359-3294"
"1727","4","저염실천음식점","전주식당","126.9478921021","37.6569946133","서울특별시 은평구 대서문길 15-7 (진관동지상1~2층 지하1층)","02-355-3300"
"1728","4","저염실천음식점","석산","126.9365230448","37.587793222","서울특별시 서대문구 홍제내길 124 (홍제동(지상2층))","02-395-9229"
"1729","1","위생등급제","한양칼국수","127.0366584543","37.655641745","서울특별시 도봉구 도봉로129길 32 (쌍문동 한양빌딩 지하1층)","02-905-1005"
"1730","1","위생등급제","서대문영양족발","126.9490934918692","37.583723220689364","서울특별시 서대문구 통일로 377 (홍제동 지하1층지상1층)",""
"1731","9","트랜스지방 안심제과점","파리바게뜨","126.94707663988681","37.59238627810283","서울특별시 서대문구 세검정로 52-1 (홍제동266-151 1층1호1층2호1층3호)","02-391-9401"
"1732","1","위생등급제","청어진 동태찜","127.0447152474","37.6659245704","서울특별시 도봉구 도봉로150길 28 (방학동지상1층)","02-955-1554"
"1733","1","위생등급제","메이탄","126.9578957131","37.5541524116","서울특별시 마포구 마포대로24길 4 2층 203204호 (아현동 공덕자이아파트)",""
"1734","10","안심마트","하이웨이마트월곡점","127.04210932173583","37.60329983168295","서울특별시 성북구 화랑로11길 26 (하월곡동갑을명가1층)","02-942-7481"
"1735","1","위생등급제","춘천1.5닭갈비","127.08780299232582","37.58124002888432","서울특별시 중랑구 사가정로51길 9 (면목동)","02-432-6683"
"1736","1","위생등급제","보리정원","127.0759693444002","37.66070811965733","서울특별시 노원구 덕릉로90길  5","02-951-1123"
"1737","4","저염실천음식점","제일콩집","127.0776491265","37.6195212236","서울특별시 노원구 동일로174길 37-8 (공릉동)","02-972-7016"
"1738","1","위생등급제","어라진","127.03826807956649","37.6564340981522","서울특별시 도봉구 해등로17길 12 (쌍문동)","02-0995-7771"
"1739","9","트랜스지방 안심제과점","파리바게트","127.05697455385542","37.666391399788374","서울특별시 노원구 동일로 1545 101102304호 (상계동 651-5 현대골드시티 101102304호)","02-932-9311"
"1740","10","안심마트","롯데쇼핑(주)롯데슈퍼수락점","127.05486306413023","37.67417686766482","서울특별시 노원구 동일로 1633 1층 (상계동 1049-71 1층)","02-931-9555"
"1741","1","위생등급제","자연한그릇","127.0563935482045","37.6714623953604","서울특별시 노원구 동일로 1602 (상계동)","02-936-1300"
"1742","1","위생등급제","배밭고을","127.055432947","37.6722701286","서울특별시 노원구 동일로 1611 (상계동)","02-938-9500"
"1743","4","저염실천음식점","채선당","127.0756778806","37.659396478","서울특별시 노원구 덕릉로 692 (중계동2층)","02-951-4149"
"1744","9","트랜스지방 안심제과점","파리바게뜨 공릉화랑","127.08899173540031","37.62878256744145","서울특별시 노원구 화랑로 621 103.104호호 (공릉동 밀레니엄타워 제1층)","02-977-8204"
"1745","1","위생등급제","고전한방삼계탕","127.0653841746","37.6556833797","서울특별시 노원구 노해로 517 (상계동)","02-930-7807"
"1746","4","저염실천음식점","조박사아구찜","127.0624094522","37.6544092001","서울특별시 노원구 노해로 490 (상계동 724-1)","02-934-9926"
"1747","1","위생등급제","이코노스시","126.94305839853186","37.557843882051635","서울특별시 서대문구 신촌역로 14 (대현동)","02-0305-4635"
"1748","1","위생등급제","푸드엠파이어 사보텐","126.942931621","37.5638048151","서울특별시 서대문구 연세로 50 3층 (신촌동 세브란스병원본관)","02-2227-8033"
"1749","1","위생등급제","푸드엠파이어 부자밥","126.942931621","37.5638048151","서울특별시 서대문구 연세로 50 3층 (신촌동 세브란스병원본관)","02-2227-8033"
"1750","1","위생등급제","아라마크(주) 교수식당 지점","126.942931621","37.5638048151","서울특별시 서대문구 연세로 50(의과대학 건물 5층)","02-364-3030"
"1751","4","저염실천음식점","채선당(신촌점)","126.9366888686","37.5577613507","서울특별시 서대문구 연세로 23 (창천동(지하1층))","02-336-5006"
"1752","1","위생등급제","미도참치","126.9366833993","37.5588749801","서울특별시 서대문구 연세로 37 지하1층 (창천동)","02-6223-3636"
"1753","1","위생등급제","유쾌한스시","126.928328258","37.566279998","서울특별시 서대문구 연희맛로 7-7 (연희동)","02-322-6621"
"1754","1","위생등급제","민스키친","126.9286814235","37.566265796","서울특별시 서대문구 연희맛로 7 (연희동)","02-324-5511"
"1755","1","위생등급제","하노이의아침","126.9290438183","37.5660677952","서울특별시 서대문구 연희맛로 10 (연희동지상1층)","02-324-1401"
"1756","9","트랜스지방 안심제과점","쿠헨 브로트","126.93052321021166","37.56727961340892","서울특별시 서대문구 연희맛로 28 (연희동)","02-334-8225"
"1757","1","위생등급제","삼부자생고기","126.93040712534748","37.57038978124397","서울특별시 서대문구 증가로 25 (연희동)","02-325-2029"
"1758","9","트랜스지방 안심제과점","뚜레쥬르 증산역점","126.91116615846167","37.5836647314092","서울특별시 서대문구 증가로 259 (북가좌동(101호))","02-305-6780"
"1759","1","위생등급제","미소","126.9646316641","37.5637520422","서울특별시 서대문구 충정로 53 (충정로2가유원골든타워 지하1층)","02-365-0025"
"1760","1","위생등급제","무교동낙지마을","126.9294131114","37.5777485151","서울특별시 서대문구 모래내로 285 (홍은동(지상1층))","02-0374-7502"
"1761","1","위생등급제","모래내 설농탕","126.9282136049","37.5772396311","서울특별시 서대문구 모래내로 271 (홍은동)","02-304-0311"
"1762","1","위생등급제","백암왕순대","126.9348626282","37.5806600561","서울특별시 서대문구 모래내로 344 (홍은동)","02-396-2027"
"1763","1","위생등급제","한우명가","126.92805105889086","37.562628993297594","서울특별시 서대문구 연희로 46 (연희동111(지상1층))","02-3143-6832"
"1764","1","위생등급제","여향","126.9353577207","37.589410772","서울특별시 서대문구 연희로 353 (홍은동)","02 3216-5656"
"1765","1","위생등급제","컨벤션홀2","126.9353577207","37.589410772","서울특별시 서대문구 연희로 353 (홍은동)","02-3216-5656"
"1766","1","위생등급제","곰탕집","127.01457944824676","37.59262789647869","서울특별시 성북구 동소문로17길 1 (동소문동6가(지상1층))","02-6082-5506"
"1767","4","저염실천음식점","여가네해장국","127.025827182","37.6370338941","서울특별시 강북구 오패산로77길 14 (번동(울타리길 12)(지상1층))","02-995-5030"
"1768","9","트랜스지방 안심제과점","서울뉴욕당제과","127.04133533471223","37.66985407772618","서울특별시 도봉구 도봉로153길 39 (방학동)","02-3492-4267"
"1769","1","위생등급제","셰프의 범선(마포공덕점)","126.9539393485","37.5466221924","서울특별시 마포구 마포대로8길 9 (공덕동 영명빌딩 B1층)",""
"1770","1","위생등급제","조일미락","127.045579649","37.6782604539","서울특별시 도봉구 도봉로168길 13 (도봉동)","02-954-2406"
"1771","4","저염실천음식점","최고집칼국수","127.040938732","37.6411597327","서울특별시 도봉구 덕릉로 270 (창동(지상1층))","02-995-5333"
"1772","1","위생등급제","한우돈","127.0398372572","37.6408465671","서울특별시 도봉구 덕릉로 261","02-904-2236"
"1773","4","저염실천음식점","동해수산","127.0418080214","37.6638461729","서울특별시 도봉구 도봉로 663-8 (방학동)","02-3491-8500"
"1774","6","먹을만큼적당히","장수옥설렁탕","127.0442454590662","37.67644098452327","서울특별시 도봉구 도봉로 805 (도봉동)","02-3494-6980"
"1775","1","위생등급제","뚱가 부대찌개","127.0454005643","37.6820194052","서울특별시 도봉구 도봉로 869 (도봉동)","02-3492-8822"
"1776","1","위생등급제","놀부보쌈/놀부항아리갈비","127.06102586722453","37.6309771278907","서울특별시 노원구 월계로 370 (월계동)","02-3392-3748"
"1777","7","안심식육판매소","롯데쇼핑(주)롯데마트중계점","127.07100562790487","37.646706341130454","서울특별시 노원구 노원로 330","02-993-8885"
"1778","1","위생등급제","설국","127.07276247769238","37.6402686410621","서울특별시 노원구 노원로 257 (하계동 인정빌딩 2층 201호)","02-978-7900"
"1779","9","트랜스지방 안심제과점","파리바게뜨광운대역점","127.06117333089352","37.62291502368882","서울특별시 노원구 석계로 95 (월계동 지상1층 7·8·10호)",""
"1780","1","위생등급제","(주)토다이 중계점","127.0649164464","37.6391091469","서울특별시 노원구 섬밭로 258 4층 (중계동 506-1 건영백화점)","02-588-3624"
"1781","6","먹을만큼적당히","남가네설악추어탕 한모둠순대국","127.05537746749499","37.670828586995434","서울특별시 노원구 수락산로 212 (상계동)","02-933-1559"
"1782","1","위생등급제","요남자 중계점","127.0775276145","37.650843154","서울특별시 노원구 중계로 206 2층 (중계동 세일인텔리전트P)","02-6241-3131"
"1783","1","위생등급제","참복집","126.9529941616","37.5452991534","서울특별시 마포구 만리재로1길 14 (공덕동)","02-715-1198"
"1784","1","위생등급제","(주)성태 미진일식","126.92261961626963","37.55689882294513","서울특별시 마포구 월드컵북로2길 37 (동교동1층)","02-324-4848"
"1785","1","위생등급제","봉평메밀촌","126.8369637433","37.5444931795","서울특별시 강서구 강서로33가길 68 1층 (화곡동 3동)","02-2699-5978"
